,Rooms,Price,Date,Propertycount,Distance,Qtr,Year,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Victoria,Regionname_Western Metropolitan,Method_PI,Method_S,Method_SA,Method_SP,Method_VB
45243,3,653000.0,2018-06-23,2474,16.5,2,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45244,4,600000.0,2018-06-23,2474,16.5,2,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45245,4,1050000.0,2018-06-23,7392,16.7,2,2018,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45247,5,785000.0,2018-06-23,1999,17.6,2,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45249,2,980000.0,2018-06-23,6380,6.8,2,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45250,3,1225000.0,2018-06-23,6380,6.8,2,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45253,4,621000.0,2018-06-23,2940,25.5,2,2018,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45255,2,655000.0,2018-06-23,6543,6.3,2,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45256,4,1875000.0,2018-06-23,6543,6.3,2,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45258,2,850000.0,2018-06-23,6543,6.3,2,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45259,1,415000.0,2017-09-23,4019,3.0,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45260,2,683000.0,2017-09-23,4019,3.0,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45262,3,1255000.0,2017-09-23,4019,3.0,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45263,5,1830000.0,2017-09-23,1543,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45264,1,315000.0,2017-09-23,1543,7.5,3,2017,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45265,3,860000.0,2017-09-23,3464,10.4,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45266,3,850000.0,2017-09-23,3464,10.4,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45267,3,796000.0,2017-09-23,3464,10.4,3,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45268,2,575000.0,2017-09-23,3464,10.4,3,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
45269,3,565000.0,2017-09-23,1899,14.0,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45270,1,420000.0,2017-09-23,3280,3.0,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45272,3,2100000.0,2017-09-23,3280,3.0,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45273,3,760000.0,2017-09-23,2185,10.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45274,4,810000.0,2017-09-23,2185,10.5,3,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45275,3,1520000.0,2017-09-23,2211,5.7,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45276,3,1620000.0,2017-09-23,2211,5.7,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45277,2,585000.0,2017-09-23,5301,11.0,3,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
45278,4,750000.0,2017-09-23,7630,15.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45280,3,980000.0,2017-09-23,5132,9.4,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45281,4,970000.0,2017-09-23,5132,9.4,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45283,3,1312000.0,2017-09-23,4836,6.3,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45284,4,3000000.0,2017-09-23,4836,6.3,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45285,3,1500000.0,2017-09-23,4836,6.3,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45289,3,1130000.0,2017-09-23,6567,4.3,3,2017,0,1,0,0,0,0,0,0,1,0,1,0,0,0
45290,3,928000.0,2017-09-23,6567,4.3,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45291,2,800000.0,2017-09-23,6567,4.3,3,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45292,3,1210000.0,2017-09-23,3052,10.2,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45293,3,1840000.0,2017-09-23,3052,10.2,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
45294,3,890500.0,2017-09-23,3052,10.2,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45295,4,1311750.0,2017-09-23,2894,10.2,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45296,3,917500.0,2017-09-23,2894,10.2,3,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45297,3,1140000.0,2017-09-23,2824,21.5,3,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0
45299,3,988000.0,2017-09-23,2824,21.5,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45302,5,830000.0,2017-09-23,1130,16.5,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45303,4,1032000.0,2017-09-23,4502,9.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45305,5,2580000.0,2017-09-23,5682,7.9,3,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45306,3,1420000.0,2017-09-23,5682,7.9,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45307,4,2290000.0,2017-09-23,5682,7.9,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45309,3,2325000.0,2017-09-23,5682,7.9,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45310,4,1400000.0,2017-09-23,7809,9.7,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45312,3,882500.0,2017-09-23,5030,23.2,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45313,3,755000.0,2017-09-23,5030,23.2,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45314,4,748000.0,2017-09-23,3598,23.2,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45315,3,800000.0,2017-09-23,3598,23.2,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45316,3,724000.0,2017-09-23,3598,23.2,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45317,3,764000.0,2017-09-23,973,39.8,3,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45318,1,291500.0,2017-09-23,5366,17.3,3,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45319,3,1150000.0,2017-09-23,5366,17.3,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45320,3,900000.0,2017-09-23,790,8.8,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45321,5,1915000.0,2017-09-23,6795,11.4,3,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45322,4,1410000.0,2017-09-23,6795,11.4,3,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45323,3,1335000.0,2017-09-23,6795,11.4,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45325,3,1330000.0,2017-09-23,10969,13.8,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45326,2,815000.0,2017-09-23,10969,13.8,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45327,2,1020000.0,2017-09-23,10969,13.8,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45328,3,1312000.0,2017-09-23,10969,13.8,3,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45329,3,1232500.0,2017-09-23,10969,13.8,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
45330,2,485000.0,2017-09-23,10969,13.8,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45331,3,930000.0,2017-09-23,10969,13.8,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45332,4,1675000.0,2017-09-23,10969,13.8,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45333,4,1000000.0,2017-09-23,17093,35.2,3,2017,1,0,0,0,0,0,0,1,0,0,0,1,0,0
45334,3,835000.0,2017-09-23,17093,35.2,3,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
45335,3,2525000.0,2017-09-23,2866,17.3,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45336,3,945000.0,2017-09-23,2866,17.3,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45338,3,786000.0,2017-09-23,5713,13.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45339,4,1356000.0,2017-09-23,2867,13.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45341,2,590000.0,2017-09-23,2867,13.4,3,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,1
45342,5,1555000.0,2017-09-23,2867,13.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45343,3,800000.0,2017-09-23,2867,13.4,3,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45344,4,1475000.0,2017-09-23,2867,13.4,3,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45346,4,1229000.0,2017-09-23,4387,13.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45347,3,965000.0,2017-09-23,2887,27.0,3,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
45350,2,466000.0,2017-09-23,4605,10.9,3,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
45351,2,653000.0,2017-09-23,4605,10.9,3,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
45352,5,818000.0,2017-09-23,3589,8.6,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45355,3,1900000.0,2017-09-23,10579,10.5,3,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45358,2,974250.0,2017-09-23,10579,10.5,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45359,2,630500.0,2017-09-23,10579,10.5,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45364,5,2750000.0,2017-09-23,6938,10.3,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45365,3,1051000.0,2017-09-23,6938,10.3,3,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45367,3,430000.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45368,5,850000.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45369,2,320000.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45370,3,525000.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45371,3,500000.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45372,3,575500.0,2017-09-23,4294,14.0,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45373,3,445000.0,2017-09-23,3122,29.8,3,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
45374,3,901000.0,2017-09-23,962,6.4,3,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45375,3,1150000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45376,3,1280000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45378,3,1247000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45379,2,495000.0,2017-09-23,11918,5.2,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45380,3,1325000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45381,4,1630000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
45382,3,1360000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45383,1,250000.0,2017-09-23,11918,5.2,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45387,4,1275000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45388,2,605000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45389,1,402000.0,2017-09-23,11918,5.2,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45390,4,1770000.0,2017-09-23,11918,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45391,2,1065000.0,2017-09-23,5533,4.0,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45392,2,522000.0,2017-09-23,5533,4.0,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45393,2,522000.0,2017-09-23,5533,4.0,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45394,3,1000000.0,2017-09-23,7082,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45395,2,438000.0,2017-09-23,7082,5.2,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45396,3,1080000.0,2017-09-23,7082,5.2,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45397,4,1300000.0,2017-09-23,4480,10.8,3,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45398,3,1331000.0,2017-09-23,4480,10.8,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45399,3,915000.0,2017-09-23,10175,12.1,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45400,3,892000.0,2017-09-23,10175,12.1,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45401,3,745000.0,2017-09-23,10175,12.1,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45402,3,1010000.0,2017-09-23,10175,12.1,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45403,3,607000.0,2017-09-23,10175,12.1,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45404,4,863000.0,2017-09-23,10175,12.1,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45405,3,448000.0,2017-09-23,10175,12.1,3,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
45406,3,655000.0,2017-09-23,1686,14.8,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45411,4,1010800.0,2017-09-23,4048,14.7,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45412,3,680000.0,2017-09-23,4048,14.7,3,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45415,3,1840000.0,2017-09-23,8920,7.7,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45417,4,2850000.0,2017-09-23,8920,7.7,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45418,5,2800000.0,2017-09-23,8920,7.7,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45419,3,830000.0,2017-09-23,6786,1.6,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45421,4,1600000.0,2017-09-23,7822,10.1,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
45422,3,1250000.0,2017-09-23,7822,10.1,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45424,2,533000.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45425,2,541000.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45426,2,490000.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
45427,1,392500.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45428,1,403000.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45429,4,1966000.0,2017-09-23,7822,10.1,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45430,1,381000.0,2017-09-23,7822,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45431,3,646000.0,2017-09-23,7719,14.8,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45432,2,553500.0,2017-09-23,1989,31.2,3,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
45433,3,630000.0,2017-09-23,8060,34.9,3,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
45434,3,1475000.0,2017-09-23,6923,7.8,3,2017,0,1,0,0,0,0,1,0,0,1,0,0,0,0
45436,2,686000.0,2017-09-23,3582,11.7,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45437,2,685000.0,2017-09-23,3906,27.0,3,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
45438,3,1210000.0,2017-09-23,3906,27.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45440,4,890000.0,2017-09-23,2076,27.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45441,3,1100000.0,2017-09-23,9758,17.9,3,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45442,2,600000.0,2017-09-23,9758,17.9,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45443,3,851000.0,2017-09-23,9758,17.9,3,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45444,3,1015000.0,2017-09-23,9758,17.9,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45445,3,795000.0,2017-09-23,9758,17.9,3,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45446,3,1160000.0,2017-09-23,9758,17.9,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45447,4,1160000.0,2017-09-23,9758,17.9,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45448,4,878000.0,2017-09-23,2727,17.5,3,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
45449,3,800000.0,2017-09-23,4734,17.5,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45450,3,1385000.0,2017-09-23,2954,3.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45451,3,1286000.0,2017-09-23,11204,6.7,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45452,4,1000000.0,2017-09-23,11204,6.7,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45453,3,960000.0,2017-09-23,11204,6.7,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45455,2,565000.0,2017-09-23,4553,2.0,3,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45457,4,735000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45458,3,517000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45459,4,600000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45460,4,475000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45461,5,640000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45462,3,555000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45463,3,552000.0,2017-09-23,15510,20.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45464,3,840500.0,2017-09-23,11925,23.0,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45465,4,1222000.0,2017-09-23,11925,23.0,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45466,5,2400000.0,2017-09-23,11925,23.0,3,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45467,5,1180000.0,2017-09-23,11925,23.0,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45468,3,677000.0,2017-09-23,2985,23.0,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45469,4,1235000.0,2017-09-23,1863,23.0,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45470,3,525000.0,2017-09-23,2246,14.0,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45471,2,431000.0,2017-09-23,10894,24.7,3,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
45472,2,445000.0,2017-09-23,10894,24.7,3,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
45474,2,335000.0,2017-09-23,8322,24.7,3,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
45476,3,632000.0,2017-09-23,6388,14.8,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45477,3,570000.0,2017-09-23,6388,14.8,3,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45479,3,607500.0,2017-09-23,2898,18.0,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45480,3,575000.0,2017-09-23,2898,18.0,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45481,3,563000.0,2017-09-23,2898,18.0,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45482,4,695000.0,2017-09-23,2276,14.7,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45483,4,990000.0,2017-09-23,4258,21.8,3,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45484,3,715000.0,2017-09-23,4258,21.8,3,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45485,4,1260000.0,2017-09-23,9028,12.4,3,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45487,4,2123500.0,2017-09-23,9028,12.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45489,3,1232500.0,2017-09-23,10999,14.3,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45490,4,1310000.0,2017-09-23,10999,14.3,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45492,5,1890000.0,2017-09-23,10999,14.3,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45493,3,775000.0,2017-09-23,4790,16.1,3,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
45494,2,365500.0,2017-09-23,7254,25.9,3,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
45496,3,895000.0,2017-09-23,2546,27.0,3,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0
45497,3,837000.0,2017-09-23,2546,27.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45498,3,950000.0,2017-09-23,2546,27.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45499,3,770000.0,2017-09-23,8989,7.2,3,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45500,2,525500.0,2017-09-23,8989,7.2,3,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45501,4,2200000.0,2017-09-23,8989,7.2,3,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45504,2,645000.0,2017-09-23,8989,7.2,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45505,2,1200000.0,2017-09-23,8989,7.2,3,2017,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45506,3,646000.0,2017-09-23,10926,19.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45507,3,625000.0,2017-09-23,10926,19.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45508,3,552500.0,2017-09-23,10926,19.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45509,3,601000.0,2017-09-23,10926,19.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45510,2,735000.0,2017-09-23,9264,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45511,5,1290000.0,2017-09-23,9264,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45512,2,562000.0,2017-09-23,9264,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45513,2,580500.0,2017-09-23,9264,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45514,2,520000.0,2017-09-23,9264,7.5,3,2017,0,0,1,0,0,0,0,0,1,0,0,0,0,1
45516,3,1710000.0,2017-09-23,9264,7.5,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45517,2,370000.0,2017-09-23,1308,8.2,3,2017,0,0,1,0,0,0,0,0,1,1,0,0,0,0
45518,2,620000.0,2017-09-23,2970,5.7,3,2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45519,3,1300000.0,2017-09-23,2970,5.7,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45521,4,800000.0,2017-09-23,5070,13.1,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45522,3,791100.0,2017-09-23,10788,24.8,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45523,2,775000.0,2017-09-23,10788,24.8,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45524,3,1210000.0,2017-09-23,5825,2.1,3,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
45525,2,1300000.0,2017-09-23,5825,2.1,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45528,3,1730000.0,2017-09-23,6244,3.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45530,3,1460000.0,2017-09-23,6244,3.6,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45531,2,1100000.0,2017-09-23,3593,3.4,3,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45532,2,452500.0,2017-09-23,3593,3.4,3,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45533,1,373000.0,2017-09-23,7570,5.1,3,2017,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45534,3,869000.0,2017-09-23,7570,5.1,3,2017,0,1,0,0,0,0,0,0,1,0,0,0,1,0
45535,4,1350000.0,2017-09-23,4385,15.4,3,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45536,4,950000.0,2017-09-23,4385,15.4,3,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45537,3,1100000.0,2017-09-23,4385,15.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45538,3,799000.0,2017-09-23,4385,15.4,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45540,4,605000.0,2017-09-23,17055,38.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45541,3,634000.0,2017-09-23,17055,38.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45542,4,1350000.0,2017-09-23,7566,38.0,3,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45543,3,586000.0,2017-09-23,3285,12.9,3,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45544,1,600000.0,2017-09-23,2403,10.1,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45546,1,275000.0,2017-09-23,2403,10.1,3,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
45547,2,678000.0,2017-09-23,10412,7.3,3,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45548,3,1285000.0,2017-09-23,10412,7.3,3,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45550,4,1190000.0,2017-09-23,15321,16.7,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45551,3,2450000.0,2017-09-23,15321,16.7,3,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
